airline,flight_number,route_code,callsign,route_leg,dpt_airport,arr_airport,alt_airport,days,dpt_time,	arr_time,level,distance,	flight_time,	flight_type,	load_factor,load_factor_variance,pilot_pay,route,notes,start_date,end_date,active,subfleets,fares,fields
AVA,04001,,,,LGSM,ENGM,,2,10:05,14:05,,1478,240,J,,,,,,,,1,B738,Y?price=441.11%;J?price=441.11%;F?price=441.11%,,
AVA,04504,,,,ENZV,LDSP,,14,06:15,09:00,,1001,165,J,,,,,,,,1,B737,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
AVA,04505,,,,LDSP,ENZV,,3,18:45,21:30,,1001,165,J,,,,,,,,1,B737,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
AVA,04506,,,,ENZV,LDSP,,6,15:15,18:10,,1001,175,J,,,,,,,,1,B738,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
AVA,04507,,,,LDSP,ENZV,,6,18:55,21:50,,1001,175,J,,,,,,,,1,B738,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
AVA,04508,,,,ENZV,LEAL,,246,04:05,07:30,,1259,205,J,,,,,,,,1,B738,Y?price=390.45%;J?price=390.45%;F?price=390.44%,,
AVA,04509,,,,LEAL,ENZV,,246,08:15,11:40,,1259,205,J,,,,,,,,1,B738,Y?price=390.45%;J?price=390.45%;F?price=390.44%,,
AVA,04510,,,,ENZV,LEAL,,1236,06:05,09:30,,1259,205,J,,,,,,,,1,B737,Y?price=390.45%;J?price=390.45%;F?price=390.44%,,
AVA,04511,,,,LEAL,ENZV,,2,14:15,17:40,,1259,205,J,,,,,,,,1,B738,Y?price=390.45%;J?price=390.45%;F?price=390.44%,,
AVA,04512,,,,ENZV,LEAL,,2,09:05,12:30,,1259,205,J,,,,,,,,1,B738,Y?price=390.45%;J?price=390.45%;F?price=390.44%,,
AVA,04513,,,,LEAL,ENZV,,1236,09:00,12:25,,1259,205,J,,,,,,,,1,B738,Y?price=390.45%;J?price=390.45%;F?price=390.44%,,
AVA,04514,,,,ENZV,LELC,,26,13:20,16:55,,1291,215,J,,,,,,,,1,B738,Y?price=397.82%;J?price=397.82%;F?price=397.82%,,
AVA,04515,,,,LELC,ENZV,,26,17:40,21:05,,1291,205,J,,,,,,,,1,B738,Y?price=397.82%;J?price=397.82%;F?price=397.82%,,
AVA,04516,,,,ENZV,LEMG,,156,04:00,07:45,,1390,225,J,,,,,,,,1,B738,Y?price=420.71%;J?price=420.71%;F?price=420.71%,,
AVA,04517,,,,LEMG,ENZV,,156,08:35,12:10,,1390,215,J,,,,,,,,1,B738,Y?price=420.71%;J?price=420.71%;F?price=420.71%,,
AVA,04518,,,,ENZV,LEMG,,6,15:20,19:10,,1390,230,J,,,,,,,,1,B737,Y?price=420.71%;J?price=420.71%;F?price=420.71%,,
AVA,04519,,,,LEMG,ENZV,,6,20:00,23:40,,1390,220,J,,,,,,,,1,B737,Y?price=420.71%;J?price=420.71%;F?price=420.71%,,
AVA,04520,,,,ENZV,LEPA,,6,04:05,07:20,,1165,195,J,,,,,,,,1,B738,Y?price=368.82%;J?price=368.82%;F?price=368.82%,,
AVA,04521,,,,LEPA,ENZV,,6,08:00,11:15,,1165,195,J,,,,,,,,1,B738,Y?price=368.82%;J?price=368.82%;F?price=368.82%,,
AVA,04522,,,,ENZV,LEPA,,5,06:30,09:45,,1165,195,J,,,,,,,,1,A321,Y?price=368.82%;J?price=368.82%;F?price=368.82%,,
AVA,04523,,,,LEPA,ENZV,,5,11:05,14:20,,1165,195,J,,,,,,,,1,A321,Y?price=368.82%;J?price=368.82%;F?price=368.82%,,
AVA,04524,,,,ENZV,LEPA,,6,14:30,17:45,,1165,195,J,,,,,,,,1,B738,Y?price=368.82%;J?price=368.82%;F?price=368.82%,,
AVA,04525,,,,LEPA,ENZV,,6,18:50,22:05,,1165,195,J,,,,,,,,1,B738,Y?price=368.82%;J?price=368.82%;F?price=368.82%,,
AVA,04526,,,,ENZV,LEPA,,5,16:00,19:15,,1165,195,J,,,,,,,,1,A321,Y?price=368.82%;J?price=368.82%;F?price=368.82%,,
AVA,04527,,,,LEPA,ENZV,,5,20:35,23:50,,1165,195,J,,,,,,,,1,A321,Y?price=368.82%;J?price=368.82%;F?price=368.82%,,
AVA,04528,,,,ENZV,LFMN,,6,05:15,08:00,,915,165,J,,,,,,,,1,CRJ9,Y?price=311.08%;J?price=311.07%;F?price=311.07%,,
AVA,04529,,,,LFMN,ENZV,,6,09:00,11:35,,915,155,J,,,,,,,,1,CRJ9,Y?price=311.08%;J?price=311.07%;F?price=311.07%,,
AVA,04530,,,,ENZV,LFMN,,135,11:10,13:50,,915,160,J,,,,,,,,1,B738,Y?price=311.08%;J?price=311.07%;F?price=311.07%,,
AVA,04531,,,,LFMN,ENZV,,135,14:30,17:15,,915,165,J,,,,,,,,1,B738,Y?price=311.08%;J?price=311.07%;F?price=311.07%,,
AVA,04532,,,,ENZV,LGIR,,5,07:20,11:25,,1608,245,J,,,,,,,,1,B737,Y?price=471.17%;J?price=471.17%;F?price=471.18%,,
AVA,04533,,,,LGIR,ENZV,,5,12:25,16:40,,1608,255,J,,,,,,,,1,B737,Y?price=471.17%;J?price=471.17%;F?price=471.18%,,
AVA,04534,,,,ENZV,LGPZ,,1,04:25,07:55,,1330,210,J,,,,,,,,1,B738,Y?price=407%;J?price=407%;F?price=407%,,
AVA,04535,,,,LGPZ,ENZV,,1,08:55,12:30,,1330,215,J,,,,,,,,1,B738,Y?price=407%;J?price=407%;F?price=407%,,
AVA,04536,,,,ENZV,LGRP,,6,04:10,08:15,,1608,245,J,,,,,,,,1,B738,Y?price=471.12%;J?price=471.13%;F?price=471.13%,,
AVA,04537,,,,LGRP,ENZV,,6,09:15,13:30,,1608,255,J,,,,,,,,1,B738,Y?price=471.12%;J?price=471.13%;F?price=471.13%,,
AVA,04538,,,,ENZV,LGRP,,7,04:20,08:20,,1608,240,J,,,,,,,,1,A321,Y?price=471.12%;J?price=471.13%;F?price=471.13%,,
AVA,04539,,,,LGRP,ENZV,,7,20:40,00:50,,1608,250,J,,,,,,,,1,A321,Y?price=471.12%;J?price=471.13%;F?price=471.13%,,
AVA,04540,,,,ENZV,LGRP,,7,04:55,09:25,,1608,270,J,,,,,,,,1,B738,Y?price=471.12%;J?price=471.13%;F?price=471.13%,,
AVA,04541,,,,LGRP,ENZV,,7,10:25,14:35,,1608,250,J,,,,,,,,1,B738,Y?price=471.12%;J?price=471.13%;F?price=471.13%,,
AVA,04542,,,,ENZV,LGSA,,7,03:25,07:40,,1579,255,J,,,,,,,,1,B738,Y?price=464.35%;J?price=464.35%;F?price=464.35%,,
AVA,04543,,,,LGSA,ENZV,,7,08:30,12:40,,1579,250,J,,,,,,,,1,B738,Y?price=464.35%;J?price=464.35%;F?price=464.35%,,
AVA,04544,,,,ENZV,LGSA,,6,03:50,07:55,,1579,245,J,,,,,,,,1,B737,Y?price=464.35%;J?price=464.35%;F?price=464.35%,,
AVA,04545,,,,LGSA,ENZV,,6,19:10,23:20,,1579,250,J,,,,,,,,1,B737,Y?price=464.35%;J?price=464.35%;F?price=464.35%,,
AVA,04546,,,,ENZV,LGSA,,6,05:15,09:15,,1579,240,J,,,,,,,,1,A321,Y?price=464.35%;J?price=464.35%;F?price=464.35%,,
AVA,04547,,,,LGSA,ENZV,,6,10:35,14:40,,1579,245,J,,,,,,,,1,A321,Y?price=464.35%;J?price=464.35%;F?price=464.35%,,
AVA,04548,,,,ENZV,LGSK,,6,04:35,08:10,,1365,215,J,,,,,,,,1,B737,Y?price=415.09%;J?price=415.09%;F?price=415.09%,,
AVA,04549,,,,LGSK,ENZV,,6,09:10,12:50,,1365,220,J,,,,,,,,1,B738,Y?price=415.09%;J?price=415.09%;F?price=415.09%,,
AVA,04550,,,,ENZV,LGSM,,7,04:15,08:10,,1514,235,J,,,,,,,,1,B737,Y?price=449.46%;J?price=449.46%;F?price=449.46%,,
AVA,04551,,,,LGSM,ENZV,,7,09:10,13:10,,1514,240,J,,,,,,,,1,B737,Y?price=449.46%;J?price=449.46%;F?price=449.46%,,
AVA,04552,,,,ENZV,LGSR,,6,04:55,08:55,,1556,240,J,,,,,,,,1,B737,Y?price=459.02%;J?price=459.02%;F?price=459.02%,,
AVA,04553,,,,LGSR,ENZV,,6,09:55,13:55,,1556,240,J,,,,,,,,1,B737,Y?price=459.02%;J?price=459.02%;F?price=459.02%,,
AVA,04554,,,,ENZV,LTAI,,1,05:30,09:45,,1642,255,J,,,,,,,,1,B738,Y?price=478.88%;J?price=478.88%;F?price=478.87%,,
AVA,04555,,,,LTAI,ENZV,,1,10:35,15:00,,1642,265,J,,,,,,,,1,B738,Y?price=478.88%;J?price=478.88%;F?price=478.87%,,
AVA,04556,,,,ENZV,LTAI,,5,05:30,09:45,,1642,255,J,,,,,,,,1,B738,Y?price=478.88%;J?price=478.88%;F?price=478.87%,,
AVA,04557,,,,LTAI,ENZV,,5,10:35,15:00,,1642,265,J,,,,,,,,1,B738,Y?price=478.88%;J?price=478.88%;F?price=478.87%,,
AVA,04558,,,,ENZV,LTAI,,6,16:10,20:20,,1642,250,J,,,,,,,,1,A321,Y?price=478.88%;J?price=478.88%;F?price=478.87%,,
AVA,04559,,,,LTAI,ENZV,,6,21:30,01:50,,1642,260,J,,,,,,,,1,A321,Y?price=478.88%;J?price=478.88%;F?price=478.87%,,
AVA,04560,,,,EPGD,EGPD,,246,17:35,19:55,,714,140,J,,,,,,,,1,A320,Y?price=264.86%;J?price=264.86%;F?price=264.86%,,
AVA,04561,,,,EGPD,EPGD,,246,20:25,22:30,,714,125,J,,,,,,,,1,A320,Y?price=264.86%;J?price=264.86%;F?price=264.86%,,
AVA,04562,,,,EPGD,ENAL,,1234567,12:55,14:55,,623,120,J,,,,,,,,1,A320,Y?price=243.86%;J?price=243.86%;F?price=243.86%,,
AVA,04563,,,,ENAL,EPGD,,0123456,15:25,17:20,,623,115,J,,,,,,,,1,A320,Y?price=243.86%;J?price=243.86%;F?price=243.86%,,
AVA,04564,,,,EPGD,ENBO,,37,07:30,10:00,,782,150,J,,,,,,,,1,A320,Y?price=280.52%;J?price=280.52%;F?price=280.52%,,
AVA,04565,,,,ENBO,EPGD,,37,10:30,12:50,,782,140,J,,,,,,,,1,A320,Y?price=280.52%;J?price=280.52%;F?price=280.52%,,
AVA,04566,,,,EPGD,ENBR,,0123456,04:15,06:10,,555,115,J,,,,,,,,1,A320,Y?price=228.09%;J?price=228.1%;F?price=228.1%,,
AVA,04567,,,,ENBR,EPGD,,0123456,06:40,08:25,,555,105,J,,,,,,,,1,A320,Y?price=228.09%;J?price=228.1%;F?price=228.1%,,
AVA,04568,,,,EPGD,ENCN,,15,08:30,10:00,,414,90,J,,,,,,,,1,A321,Y?price=195.62%;J?price=195.61%;F?price=195.61%,,
AVA,04569,,,,ENCN,EPGD,,15,10:35,12:00,,414,85,J,,,,,,,,1,A321,Y?price=195.62%;J?price=195.61%;F?price=195.61%,,
AVA,04570,,,,EPGD,ENGM,,0123456,08:35,10:05,,422,90,J,,,,,,,,1,A320,Y?price=197.46%;J?price=197.46%;F?price=197.46%,,
AVA,04571,,,,ENGM,EPGD,,0123456,10:40,12:05,,422,85,J,,,,,,,,1,A320,Y?price=197.46%;J?price=197.46%;F?price=197.46%,,
AVA,04572,,,,EPGD,ENHD,,01345,05:00,06:50,,526,110,J,,,,,,,,1,A320,Y?price=221.32%;J?price=221.33%;F?price=221.33%,,
AVA,04573,,,,ENHD,EPGD,,01345,07:20,09:00,,526,100,J,,,,,,,,1,A320,Y?price=221.32%;J?price=221.33%;F?price=221.33%,,
AVA,04574,,,,EPGD,ENTC,,246,15:25,18:10,,918,165,J,,,,,,,,1,A320,Y?price=311.92%;J?price=311.93%;F?price=311.93%,,
AVA,04575,,,,ENTC,EPGD,,246,18:40,21:15,,918,155,J,,,,,,,,1,A320,Y?price=311.92%;J?price=311.93%;F?price=311.93%,,
AVA,04576,,,,EPGD,ENTO,,1234567,04:30,06:00,,394,90,J,,,,,,,,1,A321,Y?price=191.03%;J?price=191.04%;F?price=191.03%,,
AVA,04577,,,,ENTO,EPGD,,1234567,06:35,07:55,,394,80,J,,,,,,,,1,A321,Y?price=191.03%;J?price=191.04%;F?price=191.03%,,
AVA,04578,,,,EPGD,ENTO,,0123456,05:10,06:30,,394,80,J,,,,,,,,1,B738,Y?price=191.03%;J?price=191.04%;F?price=191.03%,,
AVA,04579,,,,ENTO,EPGD,,0123456,06:55,08:25,,394,90,J,,,,,,,,1,B738,Y?price=191.03%;J?price=191.04%;F?price=191.03%,,
AVA,04580,,,,EPGD,ENVA,,246,12:50,14:45,,592,115,J,,,,,,,,1,A320,Y?price=236.57%;J?price=236.57%;F?price=236.57%,,
AVA,04581,,,,ENVA,EPGD,,246,15:15,17:05,,592,110,J,,,,,,,,1,A320,Y?price=236.57%;J?price=236.57%;F?price=236.57%,,
AVA,04582,,,,EPGD,ENZV,,23467,04:10,05:55,,501,105,J,,,,,,,,1,A320,Y?price=215.6%;J?price=215.59%;F?price=215.59%,,
AVA,04583,,,,ENZV,EPGD,,23467,10:35,12:10,,501,95,J,,,,,,,,1,A320,Y?price=215.6%;J?price=215.59%;F?price=215.59%,,
AVA,04584,,,,EPKK,EGPF,,37,05:55,08:45,,936,170,J,,,,,,,,1,B738,Y?price=315.94%;J?price=315.93%;F?price=315.93%,,
AVA,04585,,,,EGPF,EPKK,,37,09:10,11:55,,936,165,J,,,,,,,,1,B738,Y?price=315.94%;J?price=315.93%;F?price=315.93%,,
AVA,04586,,,,EPKK,EIDW,,05,06:30,09:30,,983,180,J,,,,,,,,1,B738,Y?price=326.8%;J?price=326.8%;F?price=326.8%,,
AVA,04587,,,,EIDW,EPKK,,1234567,15:50,18:45,,983,175,J,,,,,,,,1,B738,Y?price=326.8%;J?price=326.8%;F?price=326.8%,,
AVA,04588,,,,EPKK,ENTO,,0123456,04:55,06:50,,638,115,J,,,,,,,,1,B738,Y?price=247.15%;J?price=247.15%;F?price=247.15%,,
AVA,04589,,,,ENTO,EPKK,,1,18:30,20:30,,638,120,J,,,,,,,,1,B738,Y?price=247.15%;J?price=247.15%;F?price=247.15%,,
AVA,04590,,,,EPKT,BIKF,,346,13:55,18:15,,1537,260,J,,,,,,,,1,A320,Y?price=454.78%;J?price=454.78%;F?price=454.78%,,
AVA,04591,,,,BIKF,EPKT,,346,18:55,22:55,,1537,240,J,,,,,,,,1,A320,Y?price=454.78%;J?price=454.78%;F?price=454.78%,,
AVA,04592,,,,EPKT,EGPF,,26,17:55,20:45,,900,170,J,,,,,,,,1,A320,Y?price=307.71%;J?price=307.71%;F?price=307.71%,,
AVA,04593,,,,EGPF,EPKT,,26,21:15,23:50,,900,155,J,,,,,,,,1,A320,Y?price=307.71%;J?price=307.71%;F?price=307.71%,,
AVA,04594,,,,EPKT,ENBR,,15,04:40,07:05,,752,145,J,,,,,,,,1,A320,Y?price=273.55%;J?price=273.55%;F?price=273.55%,,
AVA,04595,,,,ENBR,EPKT,,15,07:40,09:55,,752,135,J,,,,,,,,1,A320,Y?price=273.55%;J?price=273.55%;F?price=273.55%,,
AVA,04596,,,,EPKT,ENTO,,0123456,04:10,06:10,,604,120,J,,,,,,,,1,A321,Y?price=239.38%;J?price=239.38%;F?price=239.38%,,
AVA,04597,,,,ENTO,EPKT,,0123456,10:45,12:40,,604,115,J,,,,,,,,1,A321,Y?price=239.38%;J?price=239.38%;F?price=239.38%,,
AVA,04598,,,,EPKT,ENZV,,246,05:05,07:15,,684,130,J,,,,,,,,1,A320,Y?price=257.91%;J?price=257.91%;F?price=257.91%,,
AVA,04599,,,,ENZV,EPKT,,246,07:50,09:55,,684,125,J,,,,,,,,1,A320,Y?price=257.91%;J?price=257.91%;F?price=257.91%,,
AVA,04600,,,,EPMO,ENTO,,0123456,04:40,06:30,,534,110,J,,,,,,,,1,B738,Y?price=223.15%;J?price=223.15%;F?price=223.15%,,
AVA,04601,,,,ENTO,EPMO,,0123456,06:55,08:45,,534,110,J,,,,,,,,1,B738,Y?price=223.15%;J?price=223.15%;F?price=223.15%,,
AVA,04602,,,,EPPO,EGPH,,15,12:00,14:25,,737,145,J,,,,,,,,1,B738,Y?price=270.09%;J?price=270.09%;F?price=270.09%,,
AVA,04603,,,,EGPH,EPPO,,15,14:50,17:15,,737,145,J,,,,,,,,1,B738,Y?price=270.09%;J?price=270.09%;F?price=270.09%,,
AVA,04604,,,,EPPO,ENTO,,25,15:00,16:40,,462,100,J,,,,,,,,1,B738,Y?price=206.6%;J?price=206.59%;F?price=206.59%,,
AVA,04605,,,,ENTO,EPPO,,25,17:05,18:45,,462,100,J,,,,,,,,1,B738,Y?price=206.6%;J?price=206.59%;F?price=206.59%,,
AVA,04606,,,,EPWA,ENBR,,15,06:40,08:55,,713,135,J,,,,,,,,1,A321,Y?price=264.63%;J?price=264.63%;F?price=264.63%,,
AVA,04607,,,,ENBR,EPWA,,15,14:55,17:05,,713,130,J,,,,,,,,1,A321,Y?price=264.63%;J?price=264.63%;F?price=264.63%,,
AVA,04608,,,,EPWA,ENGM,,1234567,06:00,08:00,,582,120,J,,,,,,,,1,E195,Y?price=234.37%;J?price=234.37%;F?price=234.37%,,
AVA,04609,,,,ENGM,EPWA,,123457,17:40,19:40,,582,120,J,,,,,,,,1,E195,Y?price=234.37%;J?price=234.37%;F?price=234.37%,,
AVA,04610,,,,EPWA,ENTO,,1234567,16:35,18:30,,554,115,J,,,,,,,,1,A321,Y?price=227.91%;J?price=227.91%;F?price=227.91%,,
AVA,04611,,,,ENTO,EPWA,,1234567,19:05,21:00,,554,115,J,,,,,,,,1,A321,Y?price=227.91%;J?price=227.91%;F?price=227.91%,,
AVA,04612,,,,EPWR,BIKF,,135,13:50,17:55,,1453,245,J,,,,,,,,1,A320,Y?price=435.38%;J?price=435.38%;F?price=435.38%,,
AVA,04613,,,,BIKF,EPWR,,135,18:35,22:25,,1453,230,J,,,,,,,,1,A320,Y?price=435.38%;J?price=435.38%;F?price=435.38%,,
AVA,04614,,,,EPWR,EGPF,,15,09:05,11:40,,809,155,J,,,,,,,,1,B738,Y?price=286.71%;J?price=286.71%;F?price=286.71%,,
AVA,04615,,,,EGPF,EPWR,,15,12:05,14:30,,809,145,J,,,,,,,,1,B738,Y?price=286.71%;J?price=286.71%;F?price=286.71%,,
AVA,04616,,,,EPWR,ENTO,,135,04:25,06:15,,535,110,J,,,,,,,,1,A320,Y?price=223.46%;J?price=223.46%;F?price=223.46%,,
AVA,04617,,,,ENTO,EPWR,,135,06:45,08:30,,535,105,J,,,,,,,,1,A320,Y?price=223.46%;J?price=223.46%;F?price=223.46%,,
AVA,04618,,,,EPWR,ENTO,,135,04:30,06:25,,535,115,J,,,,,,,,1,B738,Y?price=223.46%;J?price=223.46%;F?price=223.46%,,
AVA,04619,,,,ENTO,EPWR,,135,06:50,08:40,,535,110,J,,,,,,,,1,B738,Y?price=223.46%;J?price=223.46%;F?price=223.46%,,
AVA,04620,,,,ESGG,EGPH,,15,09:30,11:25,,523,115,J,,,,,,,,1,B738,Y?price=220.78%;J?price=220.79%;F?price=220.79%,,
AVA,04621,,,,EGPH,ESGG,,15,11:50,13:40,,523,110,J,,,,,,,,1,B738,Y?price=220.78%;J?price=220.79%;F?price=220.79%,,
AVA,04622,,,,ESGG,ENGM,,1234,04:15,05:15,,156,60,J,,,,,,,,1,DH8D,Y?price=135.98%;J?price=135.99%;F?price=135.99%,,
AVA,04623,,,,ENGM,ESGG,,47,18:55,19:55,,156,60,J,,,,,,,,1,DH8D,Y?price=135.98%;J?price=135.99%;F?price=135.99%,,
AVA,04624,,,,ESGG,ENZV,,2,05:30,06:35,,222,65,J,,,,,,,,1,SF34,Y?price=151.23%;J?price=151.23%;F?price=151.22%,,
AVA,04625,,,,ENZV,ESGG,,12,18:25,19:30,,222,65,J,,,,,,,,1,SF34,Y?price=151.23%;J?price=151.23%;F?price=151.22%,,
AVA,04626,,,,ESMS,ENGM,,1234,02:10,03:02,,288,52,J,,,,,,,,1,B763,Y?price=166.54%;J?price=166.53%;F?price=166.54%,,
AVA,04627,,,,ENGM,ESMS,,234,18:20,19:20,,288,60,J,,,,,,,,1,B763,Y?price=166.54%;J?price=166.53%;F?price=166.54%,,
AVA,04628,,,,ESSA,BIKF,,15,05:30,08:45,,1156,195,J,,,,,,,,1,B738,Y?price=366.86%;J?price=366.86%;F?price=366.86%,,
AVA,04629,,,,BIKF,ESSA,,15,09:35,12:55,,1156,200,J,,,,,,,,1,B738,Y?price=366.86%;J?price=366.86%;F?price=366.86%,,
AVA,04630,,,,ESSA,EGPH,,1234567,04:10,06:25,,713,135,J,,,,,,,,1,CRJ9,Y?price=264.48%;J?price=264.48%;F?price=264.48%,,
AVA,04631,,,,EGPH,ESSA,,1234567,07:05,09:15,,713,130,J,,,,,,,,1,CRJ9,Y?price=264.48%;J?price=264.48%;F?price=264.48%,,
AVA,04632,,,,ESSA,EGPH,,012456,04:25,06:40,,713,135,J,,,,,,,,1,CRJ9,Y?price=264.48%;J?price=264.48%;F?price=264.48%,,
AVA,04633,,,,EGPH,ESSA,,012456,07:20,09:30,,713,130,J,,,,,,,,1,CRJ9,Y?price=264.48%;J?price=264.48%;F?price=264.48%,,
AVA,04634,,,,ESSA,EGPH,,247,05:55,08:10,,713,135,J,,,,,,,,1,B738,Y?price=264.48%;J?price=264.48%;F?price=264.48%,,
AVA,04635,,,,EGPH,ESSA,,247,08:40,10:55,,713,135,J,,,,,,,,1,B738,Y?price=264.48%;J?price=264.48%;F?price=264.48%,,
AVA,04636,,,,ESSA,EIDW,,123457,04:25,07:10,,877,165,J,,,,,,,,1,B738,Y?price=302.4%;J?price=302.39%;F?price=302.4%,,
AVA,04637,,,,EIDW,ESSA,,123457,07:50,10:25,,877,155,J,,,,,,,,1,B738,Y?price=302.4%;J?price=302.39%;F?price=302.4%,,
AVA,04638,,,,ESSA,EIDW,,013456,05:50,08:35,,877,165,J,,,,,,,,1,B738,Y?price=302.4%;J?price=302.39%;F?price=302.4%,,
AVA,04639,,,,EIDW,ESSA,,013456,09:15,11:50,,877,155,J,,,,,,,,1,B738,Y?price=302.4%;J?price=302.39%;F?price=302.4%,,
AVA,04640,,,,ESSA,EIDW,,15,05:55,08:35,,877,160,J,,,,,,,,1,B738,Y?price=302.4%;J?price=302.39%;F?price=302.4%,,
AVA,04641,,,,EIDW,ESSA,,15,09:20,12:00,,877,160,J,,,,,,,,1,B738,Y?price=302.4%;J?price=302.39%;F?price=302.4%,,
AVA,04642,,,,ESSA,ENBO,,024,08:50,10:20,,467,90,J,,,,,,,,1,CRJ9,Y?price=207.71%;J?price=207.7%;F?price=207.7%,,
AVA,04643,,,,ENBO,ESSA,,024,10:50,12:20,,467,90,J,,,,,,,,1,CRJ9,Y?price=207.71%;J?price=207.7%;F?price=207.7%,,
AVA,04644,,,,ESSA,ENBR,,24,04:50,06:10,,383,80,J,,,,,,,,1,B738,Y?price=188.38%;J?price=188.39%;F?price=188.39%,,
AVA,04645,,,,ENBR,ESSA,,1235,15:55,17:15,,383,80,J,,,,,,,,1,CRJ9,Y?price=188.38%;J?price=188.39%;F?price=188.39%,,
AVA,04646,,,,ESSA,ENBR,,13567,06:35,07:55,,383,80,J,,,,,,,,1,B738,Y?price=188.38%;J?price=188.39%;F?price=188.39%,,
AVA,04647,,,,ENBR,ESSA,,13567,08:25,09:45,,383,80,J,,,,,,,,1,B738,Y?price=188.38%;J?price=188.39%;F?price=188.39%,,
AVA,04648,,,,ESSA,ENBR,,123457,07:20,08:40,,383,80,J,,,,,,,,1,A321,Y?price=188.38%;J?price=188.39%;F?price=188.39%,,
AVA,04649,,,,ENBR,ESSA,,123457,09:15,10:35,,383,80,J,,,,,,,,1,A321,Y?price=188.38%;J?price=188.39%;F?price=188.39%,,
AVA,04650,,,,ESSA,ENGM,,2356,04:35,05:30,,208,55,J,,,,,,,,1,CRJ9,Y?price=147.97%;J?price=147.97%;F?price=147.97%,,
AVA,04651,,,,ENGM,ESSA,,347,18:10,19:05,,208,55,J,,,,,,,,1,B738,Y?price=147.97%;J?price=147.97%;F?price=147.97%,,
AVA,04652,,,,ENGM,ESSA,,127,19:35,20:30,,208,55,J,,,,,,,,1,B738,Y?price=147.97%;J?price=147.97%;F?price=147.97%,,
AVA,04653,,,,ESSA,ENGM,,13567,05:40,06:45,,208,65,J,,,,,,,,1,B788,Y?price=147.97%;J?price=147.97%;F?price=147.97%,,
AVA,04654,,,,ENGM,ESSA,,13567,17:45,18:50,,208,65,J,,,,,,,,1,B788,Y?price=147.97%;J?price=147.97%;F?price=147.97%,,
AVA,04655,,,,ENGM,ESSA,,7,18:00,19:00,,208,60,J,,,,,,,,1,B738,Y?price=147.97%;J?price=147.97%;F?price=147.97%,,
AVA,04656,,,,ESSA,ENTC,,12345,09:05,10:55,,602,110,J,,,,,,,,1,B737,Y?price=239.02%;J?price=239.01%;F?price=239.01%,,
AVA,04657,,,,ENTC,ESSA,,12345,11:35,13:25,,602,110,J,,,,,,,,1,B737,Y?price=239.02%;J?price=239.01%;F?price=239.01%,,
AVA,04658,,,,ESSA,ENVA,,012346,05:20,06:55,,303,95,J,,,,,,,,1,AT72,Y?price=170%;J?price=170.01%;F?price=170.01%,,
AVA,04659,,,,ENVA,ESSA,,123457,16:10,17:25,,303,75,J,,,,,,,,1,B737,Y?price=170%;J?price=170.01%;F?price=170.01%,,
AVA,04660,,,,ESSA,ENZV,,01245,05:10,06:30,,379,80,J,,,,,,,,1,CRJ9,Y?price=187.52%;J?price=187.52%;F?price=187.52%,,
AVA,04661,,,,ENZV,ESSA,,01245,07:00,08:20,,379,80,J,,,,,,,,1,CRJ9,Y?price=187.52%;J?price=187.52%;F?price=187.52%,,
AVA,04662,,,,ETNG,ENOL,,3,07:40,09:55,,773,135,J,,,,,,,,1,F100,Y?price=278.29%;J?price=278.3%;F?price=278.3%,,
AVA,04663,,,,ENOL,ETNG,,3,10:45,13:20,,773,155,J,,,,,,,,1,F100,Y?price=278.29%;J?price=278.3%;F?price=278.3%,,
AVA,04664,,,,EVRA,BIKF,,36,09:55,14:00,,1405,245,J,,,,,,,,1,BCS3,Y?price=424.32%;J?price=424.33%;F?price=424.33%,,
AVA,04665,,,,BIKF,EVRA,,36,14:45,18:35,,1405,230,J,,,,,,,,1,BCS3,Y?price=424.32%;J?price=424.33%;F?price=424.33%,,
AVA,04666,,,,EVRA,EGPD,,26,13:35,16:10,,849,155,J,,,,,,,,1,B733,Y?price=295.83%;J?price=295.83%;F?price=295.83%,,
AVA,04667,,,,EGPD,EVRA,,26,16:50,19:30,,849,160,J,,,,,,,,1,B733,Y?price=295.83%;J?price=295.83%;F?price=295.83%,,
AVA,04668,,,,EVRA,ENBR,,246,10:30,12:35,,617,125,J,,,,,,,,1,A320,Y?price=242.48%;J?price=242.48%;F?price=242.48%,,
AVA,04669,,,,ENBR,EVRA,,246,13:05,15:00,,617,115,J,,,,,,,,1,A320,Y?price=242.48%;J?price=242.48%;F?price=242.48%,,
AVA,04670,,,,EVRA,ENGM,,123456,04:45,06:40,,447,115,J,,,,,,,,1,DH8D,Y?price=203.17%;J?price=203.17%;F?price=203.17%,,
AVA,04671,,,,ENGM,EVRA,,7,12:50,14:20,,447,90,J,,,,,,,,1,BCS3,Y?price=203.17%;J?price=203.17%;F?price=203.17%,,
AVA,04672,,,,ENGM,EVRA,,1234567,17:25,19:10,,447,105,J,,,,,,,,1,DH8D,Y?price=203.17%;J?price=203.17%;F?price=203.17%,,
AVA,04673,,,,EVRA,ENTO,,01345,10:10,11:50,,455,100,J,,,,,,,,1,A320,Y?price=205.02%;J?price=205.01%;F?price=205.01%,,
